url,marca,modelo,tipo,genero,material_montura,forma,tipo_montura,color,talla,ancho_lente,ancho_puente,largo_varilla,calibre_total,peso,polarizadas,valoracion,num_resenas,precio
https://www.lentiamo.es/dolce-gabbana-0dg-2242-02-13-57.html,Dolce & Gabbana,0DG2242 02/13 57,sol,Mujer,Metal,Cuadradas,,Dorado,M,,16.0,140.0,136.0,185.0,False,,,197.9
https://www.lentiamo.es/versace-0ve2284-100287-63.html,Versace,0VE2284 100287 63,sol,Hombre,Metal,Cuadradas,,Dorado,L,,10.0,140.0,143.0,460.0,False,,,209.9
https://www.lentiamo.es/marc-jacobs-mj-1002-s-807-9o-55.html,Marc Jacobs,MJ 1002/S 807 9O 55,sol,Mujer,Pasta,Cuadradas,,Negro,M,,16.0,140.0,137.0,155.0,False,,,244.9
https://www.lentiamo.es/liu-jo-lj749s-290-53.html,Liu Jo,LJ749S 290 53,sol,Mujer,Pasta,Cuadradas,,MarrÃ³n,M,,18.0,140.0,134.0,75.0,False,,,107.9
https://www.lentiamo.es/marc-jacobs-mj-1012-s-086-gb-52.html,Marc Jacobs,MJ 1012/S 086 GB 52,sol,Mujer,Pasta,Cuadradas,,MarrÃ³n,M,,21.0,140.0,135.0,155.0,False,,,152.9
https://www.lentiamo.es/max-mara-lee2-mm-0067-s-01a-50.html,Max Mara,MM0067/S 01A 50,sol,Mujer,Pasta,Cuadradas,,Negro,M,,22.0,140.0,137.0,160.0,False,,,143.9
https://www.lentiamo.es/marc-jacobs-marc-739-s-08a-9o-54.html,Marc Jacobs,Marc 739/S 08A 9O 54,sol,Mujer,Pasta,Cuadradas,,Negro,M,,19.0,145.0,136.0,200.0,False,,,132.9
https://www.lentiamo.es/marc-jacobs-marc-693-s-08a-9o-55.html,Marc Jacobs,Marc 693/S 08A 9O 55,sol,Mujer,Pasta,Rectangulares,,Negro,M,,17.0,145.0,135.0,200.0,False,,,132.9
https://www.lentiamo.es/dsquared2-icon-0006-s-80s-9o-53.html,Dsquared2,Icon 0006/S 80S 9O 53,sol,Mujer,Pasta,Cat Eye,,Negro,S,,16.0,145.0,129.0,95.0,False,,,99.9
https://www.lentiamo.es/marc-jacobs-marc-646-s-807-ir-57.html,Marc Jacobs,Marc 646/S 807 IR 57,sol,Mujer,Pasta,Cuadradas,,Negro,M,,16.0,145.0,137.0,210.0,False,,,132.9
https://www.lentiamo.es/karl-lagerfeld-kl6122s-015-52.html,Karl Lagerfeld,KL6122S 015 52,sol,Mujer,Pasta,Cat Eye,,Negro,M,,22.0,140.0,137.0,75.0,False,,,69.9
https://www.lentiamo.es/marc-jacobs-mj-1001-s-807-9o-51.html,Marc Jacobs,MJ 1001/S 807 9O 51,sol,Mujer,Pasta,Cat Eye,,Negro,M,,21.0,140.0,136.0,155.0,False,,,217.9
https://www.lentiamo.es/guess-gu7913-33w-59.html,Guess,GU7913/S 33W 59,sol,Mujer,Metal/Pasta,Cuadradas,,Dorado,M,,17.0,140.0,135.0,115.0,False,,,81.99
https://www.lentiamo.es/david-beckham-db-7048-s-kj1-ir-56.html,David Beckham,DB 7048/S KJ1 IR 56,sol,Hombre,Metal,Rectangulares,,Gris,M,,18.0,140.0,138.0,175.0,False,,,139.9
https://www.lentiamo.es/lacoste-l962s-001-60.html,Lacoste,L962S 001 60,sol,Mujer,Pasta,Cuadradas,,Negro,M,,17.0,135.0,140.0,210.0,False,,,124.9
https://www.lentiamo.es/marc-jacobs-marc-764-s-807-9o-57.html,Marc Jacobs,764/S 807 9O 57,sol,Mujer,Pasta,Cuadradas,,Negro,M,,17.0,145.0,139.0,245.0,False,,,153.9
https://www.lentiamo.es/oakley-jawbreaker-oo-9290-55-31.html,Oakley,OO 9290 929055 31,sol,Hombre,Pasta,Rectangulares,,Blanco,M,,16.0,121.0,135.0,180.0,False,,,199.9
https://www.lentiamo.es/polaroid-suncover-pld-9016-s-086-he-62.html,Polaroid,PLD 9016/S 086 HE 62,sol,Unisex,Pasta,Rectangulares,,MarrÃ³n,L,,16.0,135.0,143.0,115.0,True,,,57.99
https://www.lentiamo.es/polaroid-pld-6234-s-x-eyr-gc-57.html,Polaroid,PLD 6234/S/X EYR GC 57,sol,Unisex,Metal,Rectangulares,,Dorado,L,,17.0,145.0,141.0,90.0,True,,,45.99
https://www.lentiamo.es/polaroid-pld-2138-s-0vk-5x-56.html,Polaroid,PLD 2138/S 0VK 5X 56,sol,Unisex,Pasta,Rectangulares,,Negro,M,,17.0,140.0,130.0,85.0,True,,,49.99
https://www.lentiamo.es/polaroid-pld-4108-s-086-la-55.html,Polaroid,PLD 4108/S 086 LA 55,sol,Mujer,Eco-friendly - Eco-poliamida,Cuadradas,,MarrÃ³n,M,,19.0,145.0,136.0,65.0,True,,,57.99
https://www.lentiamo.es/oakley-frogskins-oo-9013-f6-55.html,Oakley,OO 9013 F6 55,sol,Hombre,Pasta,Cuadradas,,Azul,S,,17.0,139.0,127.0,55.0,True,,,159.9
https://www.lentiamo.es/oakley-sutro-lite-oo-9463-13-39.html,Oakley,OO 9463 13 39,sol,Hombre,Pasta,Rectangulares,,Negro,M,,139.0,138.0,136.0,170.0,False,,,163.9
https://www.lentiamo.es/oakley-latch-panel-oo-9404-01-35.html,Oakley,OO 9404 01 35,sol,Unisex,Pasta,Rectangulares,,Negro,M,,19.0,125.0,135.0,80.0,False,,,173.9
https://www.lentiamo.es/michael-kors-empire-mk1128j-10148g-58.html,Michael Kors,0MK1128J 10148G 58,sol,Unisex,Metal,Aviador,,Negro,M,,17.0,145.0,135.0,155.0,False,,,185.9
https://www.lentiamo.es/polaroid-junior-pld-8053-s-05b-5x-49.html,Polaroid,PLD 8053/S 05B 5X 49,sol,NiÃ±os,Pasta,Rectangulares,,Amarillo,S,,16.0,130.0,124.0,50.0,True,,,57.99
https://www.lentiamo.es/oakley-leffingwell-oo-9100-18-57.html,Oakley,OO 9100 18 57,sol,Hombre,Pasta,Rectangulares,,MarrÃ³n,M,,17.0,134.0,137.0,70.0,True,,,159.9
https://www.lentiamo.es/persol-adrien-po3347s-1211r5-55.html,Persol,PO3347S 1211R5 55,sol,Unisex,Acetato,Rectangulares,,Azul,M,,20.0,145.0,138.0,230.0,False,,,209.9
https://www.lentiamo.es/miu-miu-0mu-09ws-21c40o-53.html,Miu Miu,0MU 09WS 21C40O 53,sol,Mujer,Acetato,Rectangulares,,MarrÃ³n,M,,22.0,135.0,135.0,430.0,False,,,269.9
https://www.lentiamo.es/oakley-sutro-lite-oo-9463-03-39.html,Oakley,OO 9463 03 39,sol,Hombre,Pasta,Rectangulares,,Negro,M,,16.0,138.0,136.0,152.0,False,,,163.9
https://www.lentiamo.es/oakley-drop-point-oo-9367-08-60.html,Oakley,OO 9367 08 60,sol,Hombre,Pasta,Rectangulares,,Negro,M,,18.0,132.0,134.0,70.0,True,,,189.9
https://www.lentiamo.es/michael-kors-navarra-mk2235u-300587-57.html,Michael Kors,MK2235U 300587 57,sol,Mujer,Metal/Pasta,Cat Eye,,Negro,L,,16.0,140.0,142.0,155.0,False,,,134.9
https://www.lentiamo.es/michael-kors-empire-square-mk2182u-30058g-55.html,Michael Kors,MK2182U 30058G 55,sol,Mujer,Pasta,Cuadradas,,Negro,M,,18.0,140.0,135.0,220.0,False,,,103.92
https://www.lentiamo.es/persol-po3378s-105253-53.html,Persol,PO3378S 105253 53,sol,Mujer,Acetato,Redondas,,MarrÃ³n,L,,22.0,145.0,141.0,280.0,False,,,170.9
https://www.lentiamo.es/oakley-flak-2-0-xxl-oo9488-948805-63.html,Oakley,OO 9488 05 63,sol,Hombre,Pasta,Rectangulares,,Negro,M,,10.0,131.0,131.0,145.0,True,,,183.9
https://www.lentiamo.es/polaroid-pld-4173-g-s-x-2f7-wj-51.html,Polaroid,PLD 4173/G/S/X 2F7 WJ 51,sol,Mujer,Metal/Pasta,Redondas,,Dorado,M,,20.0,145.0,135.0,90.0,True,,,44.99
https://www.lentiamo.es/polo-ralph-lauren-0ph-4167-500371-56.html,Polo Ralph Lauren,0PH 4167 500371 56,sol,Hombre,Pasta,Rectangulares,,MarrÃ³n,M,,17.0,145.0,138.0,195.0,False,,,99.99
https://www.lentiamo.es/polaroid-pld-2045-s-807-m9-63.html,Polaroid,PLD 2045/S 807 M9 63,sol,Hombre,Metal/Pasta,Rectangulares,,Negro,L,,15.0,130.0,141.0,100.0,True,,,76.99
https://www.lentiamo.es/polaroid-pld-6223-s-x-807-m9-54.html,Polaroid,PLD 6223/S/X 807 M9 54,sol,Unisex,Policarbonato,Cuadradas,,Negro,M,,19.0,140.0,134.0,100.0,True,,,44.99
https://www.lentiamo.es/polaroid-pld-6232-s-086-uc-55.html,Polaroid,PLD 6232/S 086 UC 55,sol,Unisex,Policarbonato,Rectangulares,,MarrÃ³n,M,,17.0,140.0,135.0,80.0,True,,,49.99
https://www.lentiamo.es/polaroid-pld-1016-s-807-m9-50.html,Polaroid,PLD 1016/S 807 M9 50,sol,Hombre,Pasta,Cuadradas,,Negro,M,,22.0,150.0,137.0,105.0,True,,,49.99
https://www.lentiamo.es/polaroid-pld-2085-s-086-c3-52.html,Polaroid,PLD 2085/S 086 C3 52,sol,Hombre,Pasta,Rectangulares,,MarrÃ³n,M,,19.0,145.0,135.0,45.0,True,,,69.99
https://www.lentiamo.es/oakley-paracord-oo-9506d-07-57.html,Oakley,OO 9506D 07 57,sol,Unisex,Pasta,Cuadradas,,Transparente,M,,17.0,137.0,136.0,135.0,False,,,132.9
https://www.lentiamo.es/michael-kors-barths-mk2231u-3256t5-54.html,Michael Kors,MK2231U 3256T5 54,sol,Mujer,Pasta,Cuadradas,,Rosa,M,,17.0,140.0,140.0,170.0,True,,,119.9
https://www.lentiamo.es/michael-kors-cheyenne-mk1109-11084z-60.html,Michael Kors,MK1109 11084Z 60,sol,Mujer,Metal,Aviador,,Rosa,L,,15.0,145.0,146.0,140.0,False,,,89.99
https://www.lentiamo.es/oakley-flak-2-0-xl-oo-9188-05-59.html,Oakley,OO 9188 05 59,sol,Hombre,Pasta,Rectangulares,,Negro,S,,12.0,133.0,125.0,145.0,False,,,159.9
https://www.lentiamo.es/persol-po3302s-95-m3-55.html,Persol,PO3302S 95/M3 55,sol,Unisex,Acetato,Aviador,,Negro,M,,19.0,145.0,133.0,240.0,True,,,229.9
https://www.lentiamo.es/polaroid-pld-2135-s-08a-m9-64.html,Polaroid,PLD 2135/S 08A M9 64,sol,Unisex,Pasta,Rectangulares,,Negro,S,,17.0,125.0,129.0,100.0,True,,,41.99
https://www.lentiamo.es/oakley-latch-panel-oo-9404-05-35.html,Oakley,OO 9404 05 35,sol,Unisex,Pasta,Rectangulares,,Plateado,M,,19.0,125.0,135.0,80.0,False,,,146.9
https://www.lentiamo.es/oakley-batwolf-oo-9101-58-27.html,Oakley,OO 9101 58 27,sol,Hombre,Pasta,Rectangulares,,Negro,S,,20.0,130.0,127.0,85.0,False,,,146.9
https://www.lentiamo.es/oakley-holbrook-oo-9102-o2-55.html,Oakley,OO 9102 O2 55,sol,Hombre,Pasta,Cuadradas,,Gris,M,,18.0,137.0,133.0,65.0,True,,,214.9
https://www.lentiamo.es/oakley-mainlink-oo-9264-41-61.html,Oakley,OO 9264 41 61,sol,Hombre,Pasta,Rectangulares,,Negro,M,,17.0,138.0,138.0,65.0,False,,,149.9
https://www.lentiamo.es/polaroid-pld-2109-s-807-m9-55.html,Polaroid,PLD 2109/S 807 M9 55,sol,Hombre,Eco-friendly - Eco-poliamida,Rectangulares,,Negro,M,,17.0,145.0,140.0,100.0,True,,,69.99
https://www.lentiamo.es/polaroid-pld-4183-s-x-807-m9-53.html,Polaroid,PLD 4183/S/X 807 M9 53,sol,Unisex,Policarbonato,Rectangulares,,Negro,M,,19.0,145.0,138.0,85.0,True,,,43.99
https://www.lentiamo.es/oakley-latch-panel-oo-9404-08-35.html,Oakley,OO 9404 08 35,sol,Unisex,Pasta,Rectangulares,,Azul,M,,19.0,125.0,135.0,80.0,False,,,189.9
https://www.lentiamo.es/polaroid-pld-4163-s-7c5-m9-55.html,Polaroid,PLD 4163/S 7C5 M9 55,sol,Mujer,Pasta,Cuadradas,,Negro,M,,18.0,145.0,136.0,85.0,True,,,37.99
https://www.lentiamo.es/polaroid-pld-6234-s-x-asr-uc-57.html,Polaroid,PLD 6234/S/X ASR UC 57,sol,Unisex,Metal,Rectangulares,,Gris,L,,17.0,145.0,141.0,90.0,True,,,55.99
https://www.lentiamo.es/oakley-holbrook-metal-oo-4123-11-55.html,Oakley,OO 4123 11 55,sol,Hombre,Metal,Cuadradas,,Negro,M,,18.0,132.0,140.0,100.0,False,,,173.9
https://www.lentiamo.es/oakley-bisphaera-oo-9400-12-68.html,Oakley,OO 9400 12 68,sol,Unisex,Pasta,Rectangulares,,Gris,L,,17.0,136.0,143.0,145.0,True,,,199.9
https://www.lentiamo.es/oakley-cables-oo-9129-01-63.html,Oakley,OO 9129 01 63,sol,Hombre,Pasta,Rectangulares,,Negro,M,,14.0,131.0,132.0,100.0,False,,,109.9
https://www.lentiamo.es/versace-0vk-4428u-gb1-87-45.html,Versace,0VK4428U GB1/87 45,sol,NiÃ±os,Pasta,Redondas,,Negro,S,,20.0,130.0,128.0,255.0,False,,,82.99
https://www.lentiamo.es/versace-0ve-2140-100287-40.html,Versace,0VE 2140 100287 40,sol,Hombre,Metal,Aviador,,Negro,M,,15.0,135.0,140.0,365.0,False,,,166.9
https://www.lentiamo.es/vogue-0vo-2943sb-299013-55.html,Vogue,0VO 2943SB 299013 55,sol,Mujer,Pasta,Cuadradas,,MarrÃ³n,M,,17.0,135.0,137.0,90.0,False,,,114.9
https://www.lentiamo.es/armani-exchange-0ax2060s-600387-58.html,Armani Exchange,0AX2060S 600387 58,sol,Unisex,Metal,Aviador,,Gris,M,,14.0,145.0,133.0,95.0,False,,,87.99
https://www.lentiamo.es/ralph-lauren-0rl-the-jacquie-8209-602274-57.html,Ralph Lauren,0RL 8209 602274 57,sol,Mujer,Metal/Pasta,Cuadradas,,Negro,M,,15.0,145.0,132.0,280.0,False,,,143.9
https://www.lentiamo.es/versace-medusa-charm-0ve-2198-125213-54.html,Versace,0VE 2198 125213 54,sol,Mujer,Metal,Redondas,,MarrÃ³n,M,,20.0,145.0,140.0,45.0,False,,,199.9
https://www.lentiamo.es/versace-0ve-4296-gb1-87-59.html,Versace,0VE 4296 GB1/87 59,sol,Hombre,Pasta,Cuadradas,,Negro,L,,16.0,145.0,142.0,50.0,False,,,175.9
https://www.lentiamo.es/armani-exchange-0ax2057s-600087-59.html,Armani Exchange,0AX2057S 600087 59,sol,Hombre,Metal,Aviador,,Negro,M,,14.0,145.0,140.0,95.0,False,,,77.99
https://www.lentiamo.es/tommy-hilfiger-th1718-s-08a-ir-56.html,Tommy Hilfiger,TH 1718/S 08A IR 56,sol,Hombre,Pasta,Rectangulares,,Negro,M,,16.0,145.0,135.0,165.0,False,,,108.9
https://www.lentiamo.es/ray-ban-rb4452-601s71-59.html,Ray-Ban,RB4452 601S71 59,sol,Unisex,Pasta,Rectangulares,,Negro,M,,20.0,145.0,138.0,145.0,False,,,146.9
https://www.lentiamo.es/ray-ban-rb4259-601-19-51.html,Ray-Ban,RB4259 601/19 51,sol,Unisex,Pasta,Cuadradas,,Negro,M,,20.0,145.0,136.0,110.0,False,,,112.9
https://www.lentiamo.es/uvex-lgl-29-black-mat-mirror-red-s5309472213.html,Uvex Sports,S5309472213,sol,Unisex,Pasta,Rectangulares,,Negro,M,,16.0,145.0,135.0,80.0,False,,,35.99
https://www.lentiamo.es/versace-0ve4478u-gb1-87-55.html,Versace,0VE4478U GB1/87 55,sol,Mujer,Pasta,Cuadradas,,Negro,M,,17.0,140.0,138.0,490.0,False,,,209.9
https://www.lentiamo.es/versace-0ve4361-521773-53.html,Versace,0VE4361 521773 53,sol,Hombre,Nylon,Rectangulares,,MarrÃ³n,M,,18.0,140.0,134.0,435.0,False,,,189.9
https://www.lentiamo.es/versace-0ve2272-gb1-87-53.html,Versace,0VE2272 GB1/87 53,sol,Unisex,Metal/Pasta,Cuadradas,,Negro,M,,18.0,145.0,137.0,415.0,False,,,189.9
https://www.lentiamo.es/ray-ban-anh-rb3731-004-2-66.html,Ray-Ban,RB3731 004/2 66,sol,Unisex,Metal,Rectangulares,,Gris,L,,15.0,145.0,142.0,80.0,False,,,115.9
https://www.lentiamo.es/ray-ban-junior-rj9064s-70624l-44.html,Ray-Ban,RJ9064S 70624L 44,sol,NiÃ±os,Pasta,Redondas,,Azul,S,,19.0,130.0,123.0,40.0,False,,,78.99
https://www.lentiamo.es/versace-0ve-4461-314-87-47.html,Versace,0VE4461 314/87 47,sol,Unisex,Pasta,Rectangulares,,Blanco,M,,18.0,125.0,140.0,420.0,False,,,326.9
https://www.lentiamo.es/ralph-0ra-5312u-500313-55.html,Ralph,0RA5312U 500313 55,sol,Unisex,Pasta,Rectangulares,,MarrÃ³n,M,,19.0,145.0,133.0,200.0,False,,,83.99
https://www.lentiamo.es/vogue-0vo-4324s-280-13-56.html,Vogue,0VO 4324S 280/13 56,sol,Mujer,Metal,Cat Eye,,Dorado,M,,17.0,140.0,137.0,120.0,False,,,79.99
https://www.lentiamo.es/ray-ban-junior-rj9062s-701371-48.html,Ray-Ban,RJ9062S 701371 48,sol,NiÃ±os,Pasta,Rectangulares,,Negro,S,,16.0,125.0,124.0,45.0,False,,,51.99
https://www.lentiamo.es/adidas-originals-or0001-s-33w-59.html,Adidas Originals,OR0001/S 33W 59,sol,Mujer,Metal,Redondas,,Dorado,L,,12.0,140.0,142.0,70.0,False,,,112.89
https://www.lentiamo.es/ray-ban-rectangle-rb1969-919631-54.html,Ray-Ban,RB1969 919631 54,sol,Unisex,Metal,Rectangulares,,Dorado,M,,19.0,145.0,138.0,100.0,False,,,109.9
https://www.lentiamo.es/skechers-se9099-s-28t-50.html,Skechers,SE9099/S 28T 50,sol,NiÃ±os,Metal,Aviador,,Dorado,S,,13.0,135.0,121.0,65.0,False,,,39.99
https://www.lentiamo.es/ralph-0ra-4146-900413-58.html,Ralph,0RA4146 900413 58,sol,Mujer,Metal/Pasta,Cuadradas,,Dorado,L,,16.0,145.0,142.0,195.0,False,,,101.9
https://www.lentiamo.es/armani-exchange-0ax2059s-613371-56.html,Armani Exchange,0AX2059S 613371 56,sol,Unisex,Metal,Rectangulares,,Gris,M,,18.0,145.0,137.0,95.0,False,,,87.99
https://www.lentiamo.es/ray-ban-elon-rb3958-919631-50.html,Ray-Ban,RB3958 919631 50,sol,Unisex,Metal,Cuadradas,,Dorado,S,,20.0,145.0,127.0,110.0,False,,,155.9
https://www.lentiamo.es/uvex-sportstyle-235-s5330039116.html,Uvex Sports,235 S5330039116,sol,Unisex,Pasta,Rectangulares,,Gris,M,,18.0,125.0,135.0,85.0,False,,,79.99
https://www.lentiamo.es/ray-ban-rb4457d-677287-55.html,Ray-Ban,RB4457D 677287 55,sol,Unisex,Pasta,Cat Eye,,Blanco,M,,19.0,145.0,139.0,110.0,False,,,99.99
https://www.lentiamo.es/versace-0ve-4405-108-73-54.html,Versace,0VE4405 108/73 54,sol,Mujer,Acetato,Cuadradas,,MarrÃ³n,M,,22.0,140.0,139.0,305.0,False,,,184.9
https://www.lentiamo.es/vogue-0vo-5426s-w44-87-54.html,Vogue,0VO 5426S W44/87 54,sol,Mujer,Pasta,Cuadradas,,Negro,M,,18.0,140.0,133.0,100.0,False,,,75.99
https://www.lentiamo.es/adolfo-dominguez-ua-15077-113-63.html,Adolfo Dominguez,UA 15077 113 63,sol,Hombre,Metal,Rectangulares,,Negro,M,,14.0,125.0,138.0,45.0,False,,,40.99
https://www.lentiamo.es/ray-ban-cockpit-rb3362-001-51.html,Ray-Ban,Ray-Ban Cockpit RB3362 001/51,sol,Unisex,Metal,Aviador,,Dorado,,,,,,22.0,False,,,139.9
https://www.lentiamo.es/ray-ban-junior-new-wayfarer-rj9052s-7145a8-47.html,Ray-Ban,0RJ9052S 7145A8 47,sol,NiÃ±os,Pasta,Cuadradas,,Rojo,XS,,15.0,125.0,120.0,50.0,False,,,83.99
https://www.lentiamo.es/vogue-0vo-4175sb-51268h-53.html,Vogue,0VO 4175SB 51268H 53,sol,Mujer,Metal,Cuadradas,,Dorado,M,,17.0,135.0,134.0,100.0,False,,,101.9
https://www.lentiamo.es/vogue-0vo-2943sb-w44-11-55.html,Vogue,0VO 2943SB W44/11 55,sol,Mujer,Pasta,Cuadradas,,Negro,M,,17.0,135.0,137.0,90.0,False,,,114.9
https://www.lentiamo.es/armani-exchange-0ax2034s-60636g-59.html,Armani Exchange,0AX2034S 60636G 59,sol,Unisex,Metal/Pasta,Aviador,,Negro,M,,14.0,145.0,136.0,90.0,False,,,69.99
https://www.lentiamo.es/armani-exchange-0ax2048s-600087-59.html,Armani Exchange,0AX2048S 600087 59,sol,Hombre,Metal,Cuadradas,,Negro,M,,16.0,145.0,135.0,95.0,False,,,87.99
https://www.lentiamo.es/ray-ban-round-reserve-rbr0103s-001-vr-53.html,Ray-Ban,RBR0103S 001/VR 53,sol,Unisex,Metal,Redondas,,Dorado,M,,21.0,140.0,134.0,265.0,False,,,144.9
https://www.lentiamo.es/vogue-0vo-5432s-w65613-51.html,Vogue,0VO 5432S W65613 51,sol,Hombre,Pasta,Redondas,,MarrÃ³n,M,,21.0,145.0,137.0,100.0,False,,,72.99
https://www.lentiamo.es/armani-exchange-0ax2056s-6003-1-54.html,Armani Exchange,0AX2056S 6003/1 54,sol,Unisex,Metal,Rectangulares,,Gris,M,,18.0,145.0,134.0,95.0,False,,,79.99
https://www.lentiamo.es/ray-ban-xan-rb4431-6763-2-34.html,Ray-Ban,RB4431 6763/2 34,sol,Unisex,Pasta,Rectangulares,,Verde,L,,17.0,120.0,142.0,135.0,False,,,109.9
https://www.lentiamo.es/vogue-0vo-5338s-282813-54.html,Vogue,0VO 5338S 282813 54,sol,Mujer,Pasta,Cuadradas,,Rosa,M,,19.0,140.0,133.0,100.0,False,,,75.99
https://www.lentiamo.es/tommy-hilfiger-th-1795-s-086-k1-50.html,Tommy Hilfiger,TH1795/S 086 K1 50,sol,Mujer,Pasta,Redondas,,MarrÃ³n,M,,23.0,150.0,135.0,165.0,False,,,119.9
https://www.lentiamo.es/adidas-originals-or0001-s-32p-59.html,Adidas Originals,OR0001/S 32P 59,sol,Mujer,Metal,Redondas,,Dorado,L,,12.0,140.0,142.0,70.0,False,,,113.31
https://www.lentiamo.es/ralph-0ra-5310u-50018g-56.html,Ralph,0RA5310U 50018G 56,sol,Mujer,Pasta,Cuadradas,,Negro,M,,17.0,145.0,137.0,208.0,False,,,93.99
https://www.lentiamo.es/ray-ban-square-rb1971-914778-54.html,Ray-Ban,RB1971 914778 54,sol,Mujer,Metal,Cuadradas,,Dorado,M,,19.0,145.0,140.0,160.0,True,,,163.9
https://www.lentiamo.es/versace-0ve-2283-100287-61.html,Versace,0VE2283 100287 61,sol,Hombre,Metal,Aviador,,Dorado,L,,13.0,140.0,143.0,460.0,False,,,209.9
https://www.lentiamo.es/armani-exchange-0ax4162su-838887-57.html,Armani Exchange,0AX4162SU 838887 57,sol,Hombre,Pasta,Cuadradas,,Gris,M,,17.0,140.0,134.0,90.0,False,,,74.99
https://www.lentiamo.es/bottega-veneta-bv1301s-005-52.html,Bottega Veneta,BV1301S 005 52,sol,Unisex,Metal,Cuadradas,,Dorado,M,,19.0,145.0,135.0,220.0,False,,,259.9
https://www.lentiamo.es/burberry-0be3157-110971-59.html,Burberry,0BE3157 110971 59,sol,Unisex,Metal,Aviador,,Dorado,L,,16.0,145.0,144.0,290.0,False,,,157.43
https://www.lentiamo.es/arnette-fastball-0an-4202-226855-62.html,Arnette,0AN 4202 226855 62,sol,Hombre,Pasta,Rectangulares,,Negro,M,,16.0,135.0,139.0,50.0,False,,,78.99
https://www.lentiamo.es/bottega-veneta-bv1126s-006-58.html,Bottega Veneta,BV1126S 006 58,sol,Hombre,Metal,Rectangulares,,Dorado,M,,15.0,145.0,133.0,220.0,False,,,339.9
https://www.lentiamo.es/bottega-veneta-bv1447s-001-51.html,Bottega Veneta,BV1447S 001 51,sol,Mujer,Pasta,Cat Eye,,Negro,M,,18.0,145.0,130.0,160.0,False,,,329.9
https://www.lentiamo.es/armani-exchange-0ax4113s-816587-55.html,Armani Exchange,0AX4113S 816587 55,sol,Unisex,Pasta,Rectangulares,,Azul,M,,18.0,145.0,135.0,95.0,False,,,66.99
https://www.lentiamo.es/arnette-hot-shot-0an-4182-214981-62.html,Arnette,0AN 4182 214981 62,sol,Hombre,Pasta,Rectangulares,,Negro,S,,17.0,130.0,125.0,50.0,True,,,86.99
https://www.lentiamo.es/burberry-0be4456-416773-54.html,Burberry,0BE4456 416773 54,sol,Mujer,Acetato,Cuadradas,,Beige,M,,18.0,140.0,133.0,320.0,False,,,169.9
https://www.lentiamo.es/armani-exchange-0ax4170su-840782-55.html,Armani Exchange,0AX4170SU 840782 55,sol,Hombre,Pasta,Cuadradas,,Gris,L,,18.0,145.0,143.0,85.0,False,,,77.99
https://www.lentiamo.es/burberry-0be4477-420573-48.html,Burberry,0BE4477 420573 48,sol,Hombre,Acetato,Redondas,,MarrÃ³n,M,,23.0,145.0,133.0,260.0,False,,,249.9
https://www.lentiamo.es/armani-exchange-0ax4163s-8398-2-53.html,Armani Exchange,0AX4163S 8398/2 53,sol,Mujer,Pasta,Cuadradas,,Verde,M,,16.0,140.0,135.0,90.0,False,,,79.99
https://www.lentiamo.es/balenciaga-bb0095s-002-53.html,Balenciaga,BB0095S 002 53,sol,Mujer,Pasta,Cat Eye,,MarrÃ³n,M,,19.0,135.0,137.0,220.0,False,,,349.9
https://www.lentiamo.es/balenciaga-bb0229s-002-59.html,Balenciaga,BB0229S 002 59,sol,Unisex,Pasta,Rectangulares,,Gris,L,,20.0,125.0,143.0,250.0,False,,,369.9
https://www.lentiamo.es/armani-exchange-0ax4147s-807871-56.html,Armani Exchange,0AX4147S 807871 56,sol,Hombre,Pasta,Cuadradas,,Negro,M,,17.0,145.0,138.0,90.0,False,,,66.99
https://www.lentiamo.es/armani-exchange-0ax4171su-81588g-55.html,Armani Exchange,0AX4171SU 81588G 55,sol,Mujer,Metal/Pasta,Cuadradas,,Negro,M,,18.0,145.0,139.0,85.0,False,,,79.99
https://www.lentiamo.es/bottega-veneta-bv1368s-001-53.html,Bottega Veneta,BV1368S 001 53,sol,Mujer,Pasta,Rectangulares,,Negro,L,,19.0,140.0,141.0,225.0,False,,,309.9
https://www.lentiamo.es/burberry-0be4293-380687-56.html,Burberry,0BE4293 380687 56,sol,Hombre,Acetato,Cuadradas,,Negro,M,,17.0,145.0,140.0,100.0,False,,,149.9
https://www.lentiamo.es/burberry-0be4470-420211-54.html,Burberry,0BE4470 420211 54,sol,Mujer,Acetato,Cuadradas,,MarrÃ³n,M,,18.0,140.0,136.0,260.0,False,,,169.9
https://www.lentiamo.es/burberry-0be4405-300187-51.html,Burberry,0BE4405 300187 51,sol,Mujer,Acetato,Cat Eye,,Negro,M,,21.0,140.0,136.0,255.0,False,,,145.13
https://www.lentiamo.es/armani-exchange-0ax4112su-8294z3-55.html,Armani Exchange,0AX4112SU 8294Z3 55,sol,Hombre,Pasta,Rectangulares,,Gris,M,,19.0,145.0,139.0,90.0,True,,,74.81
https://www.lentiamo.es/bottega-veneta-bv1282s-005-53.html,Bottega Veneta,BV1282S 005 53,sol,Mujer,Pasta,Cat Eye,,Verde,M,,21.0,140.0,137.0,225.0,False,,,349.9
https://www.lentiamo.es/bottega-veneta-bv1305s-001-64.html,Bottega Veneta,BV1305S 001 64,sol,Unisex,Metal,Aviador,,Dorado,M,,13.0,135.0,140.0,220.0,False,,,399.9
