modelo,marca,genero,material_montura,forma,tipo_montura,color,talla,ancho_lente,ancho_puente,largo_varilla,peso,gama_marca,segmento_comercial,pais_origen,precio_min,precio_max,categoria_material,gama_material,peso_relativo,aspect_ratio,area_aprox,densidad,ancho_total,montura_completa,es_unisex,color_basico,material_eco,precio_medio_marca,precio,log_precio
0EA1148 3001 52,Emporio Armani,Hombre,Metal/Pasta,Cuadradas,Montura completa,negro,M,52.0,20.0,145.0,100.0,premium,moda_premium,Italia,120.0,260.0,mezcla,media,medio,0.3586206896551724,1040.0,0.09615384615384616,124.0,1,0,1,0,190.0,113.9,4.74406218485471
NKAA003 C06 48,Not for Kids,Niños,Pasta,Cuadradas,Montura completa,azul,S,48.0,17.0,130.0,80.0,licencia_infantil,infantil_licencia,España,40.0,120.0,acetato,media,ligero,0.36923076923076925,816.0,0.09803921568627451,113.0,1,0,0,0,80.0,113.9,4.74406218485471
0RX6520 2501 55,Ray-Ban,Unisex,Metal,Rectangulares,Montura completa,plateado,M,55.0,20.0,145.0,170.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3793103448275862,1100.0,0.15454545454545454,130.0,1,1,0,0,170.0,103.9,4.653007515402251
0RX7217 8321 54,Ray-Ban,Unisex,Eco-friendly,Rectangulares,Montura completa,transparente,L,54.0,22.0,145.0,175.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,otro,gama_media,medio,0.3724137931034483,1188.0,0.1473063973063973,130.0,1,1,0,1,170.0,89.99,4.5107496103686
Ray-Ban 0RX3681V 2509,Ray-Ban,Unisex,Metal,Redondas,Montura completa,negro,M,52.0,18.0,145.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3586206896551724,936.0,0.1762820512820513,122.0,1,1,1,0,170.0,102.9,4.6434288981051814
5969 300 17 51,Mexx,Unisex,Metal,Rectangulares,Montura completa,verde,S,51.0,17.0,135.0,140.0,gama_media,moda_casual,Países Bajos,60.0,130.0,metal,media_alta,medio,0.37777777777777777,867.0,0.16147635524798154,119.0,1,1,0,0,95.0,99.99,4.6150215020384655
FT5985-B/V 045 55,Tom Ford,Mujer,Metal/Pasta,Cuadradas,Montura completa,marron,M,55.0,18.0,140.0,320.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,mezcla,media,medio,0.39285714285714285,990.0,0.32323232323232326,128.0,1,0,1,0,390.0,289.9,5.672979565501156
33129 3100 16 58,Jaguar,Hombre,Metal,Rectangulares,Montura completa,azul,L,58.0,16.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.4,928.0,0.15086206896551724,132.0,1,0,0,0,130.0,209.9,5.351384087484729
GG1995O 001 54,Gucci,Mujer,Pasta,Cat Eye,Montura completa,negro,M,54.0,16.0,140.0,195.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.38571428571428573,864.0,0.22569444444444445,124.0,1,0,1,0,390.0,229.9,5.44198471636045
GG2130O 006 56,Gucci,Hombre,Pasta,Rectangulares,Montura completa,marron,L,56.0,17.0,150.0,155.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.37333333333333335,952.0,0.16281512605042017,129.0,1,0,1,0,390.0,239.9,5.484381909620826
Newborn F402 40,Centrostyle S.p.A,Niños,Pasta,Redondas,Montura completa,azul,XXS,40.0,12.0,110.0,60.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.36363636363636365,480.0,0.125,92.0,1,0,0,0,85.0,81.99,4.418720118610357
0PR 09YV VAU1O1 54,Prada,Mujer,Acetato,Rectangulares,Montura completa,marron,S,54.0,18.0,140.0,270.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.38571428571428573,972.0,0.2777777777777778,126.0,1,0,1,0,390.0,214.9,5.3748153375207615
SL M108 006 55,Saint Laurent,Mujer,Pasta,Cat Eye,Montura completa,negro,M,55.0,16.0,140.0,160.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.39285714285714285,880.0,0.18181818181818182,126.0,1,0,1,0,315.0,229.9,5.44198471636045
Gamer SC 3.0 NAO32602 44,Nano Vista,Niños,Pasta,Redondas,Montura completa,azul,XS,44.0,17.0,117.0,70.0,gama_media,marca_blanca_OEM,España/Italia,40.0,100.0,acetato,media,ligero,0.37606837606837606,748.0,0.09358288770053476,105.0,1,0,0,0,70.0,93.99,4.553771622902091
BB0481O 006 56,Balenciaga,Mujer,Pasta,Cat Eye,Montura completa,marron,M,56.0,18.0,145.0,260.0,lujo,moda_lujo,Francia/España (marca matriz),230.0,500.0,acetato,media,ligero,0.38620689655172413,1008.0,0.25793650793650796,130.0,1,0,1,0,365.0,329.9,5.801816214927566
0OX8204D 820404 56,Oakley,Unisex,Pasta,Cuadradas,Montura completa,azul,L,56.0,20.0,140.0,135.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.4,1120.0,0.12053571428571429,132.0,1,1,0,0,170.0,159.9,5.080783053998338
ET33480 538 51,Esprit,Mujer,Metal/Pasta,Redondas,Montura completa,negro,S,51.0,16.0,140.0,85.0,gama_media,moda_casual,Alemania,70.0,150.0,mezcla,media,medio,0.36428571428571427,816.0,0.10416666666666667,118.0,1,0,1,0,110.0,95.99,4.574607880405451
S 327 807 16 47,Seventh Street,Niños,Pasta,Rectangulares,Montura completa,negro,XS,47.0,16.0,130.0,85.0,gama_media,marca_blanca_OEM,España,60.0,120.0,acetato,media,ligero,0.36153846153846153,752.0,0.11303191489361702,110.0,1,0,1,0,90.0,40.79,3.732657076459824
OX8150 815009 53,Oakley,Mujer,Pasta,Redondas,Montura completa,transparente,S,53.0,17.0,141.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.375886524822695,901.0,0.21642619311875694,123.0,1,0,0,0,170.0,116.9,4.769836807543325
Aruba C02 49,Sea2See,Unisex,Eco-friendly,Redondas,Montura completa,marron,M,49.0,19.0,140.0,115.0,gama_media,marca_blanca_OEM,Noruega,130.0,260.0,otro,gama_media,medio,0.35,931.0,0.12352309344790548,117.0,1,1,1,1,195.0,84.95,4.453765731828859
0PR 19WV 03K1O1 53,Prada,Mujer,Acetato,Cat Eye,Montura completa,negro,M,53.0,17.0,140.0,280.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.37857142857142856,901.0,0.31076581576026635,123.0,1,0,1,0,390.0,185.9,5.230573714461517
Ray-Ban New Round 0RX3637V 2501,Ray-Ban,Unisex,Metal,Redondas,Montura completa,plateado,M,52.0,18.0,145.0,175.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3586206896551724,936.0,0.18696581196581197,122.0,1,1,0,0,170.0,119.9,4.794963757620747
0OX5118 511801 53,Oakley,Hombre,Titanio,Rectangulares,Montura al aire,dorado,S,53.0,18.0,139.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.381294964028777,954.0,0.19916142557651992,124.0,0,0,0,0,170.0,134.9,4.911919321157098
GG221 GR24 56,Germano Gambini,Hombre,Pasta,Cuadradas,Montura completa,gris,M,51.0,19.0,140.0,160.0,gama_media,marca_blanca_OEM,Italia,60.0,140.0,acetato,media,ligero,0.36428571428571427,969.0,0.1651186790505676,121.0,1,0,0,0,100.0,179.9,5.19794439240125
0RX7239 2001 54,Ray-Ban,Unisex,Propionato,Rectangulares,Montura completa,transparente,M,54.0,18.0,145.0,175.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,propionato,media,ligero,0.3724137931034483,972.0,0.1800411522633745,126.0,1,1,0,0,170.0,105.9,4.671893818030999
FT5801-F-B/V 001 56,Tom Ford,Hombre,Metal/Pasta,Cuadradas,Montura completa,negro,L,56.0,19.0,145.0,315.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,mezcla,media,medio,0.38620689655172413,1064.0,0.29605263157894735,131.0,1,0,1,0,390.0,279.9,5.637998734110198
0OX5152 515201 56,Oakley,Hombre,Titanio,Rectangulares,Media montura,negro,M,56.0,19.0,140.0,180.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.4,1064.0,0.16917293233082706,131.0,0,0,1,0,170.0,189.9,5.251749730731702
0PR A15V 17N1O1 52,Prada,Hombre,Acetato,Cuadradas,Montura completa,marron,M,52.0,19.0,145.0,265.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.3586206896551724,988.0,0.2682186234817814,123.0,1,0,1,0,390.0,169.9,5.141078590121546
0AR7125 5964 52,Giorgio Armani,Hombre,Pasta,Redondas,Montura completa,gris,M,52.0,20.0,145.0,240.0,lujo,moda_lujo,Italia,180.0,420.0,acetato,media,ligero,0.3586206896551724,1040.0,0.23076923076923078,124.0,1,0,0,0,300.0,113.94,4.744410253079596
FT5992-B 052 54,Tom Ford,Mujer,Pasta,Cuadradas,Montura completa,marron,M,54.0,18.0,140.0,325.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.38571428571428573,972.0,0.3343621399176955,126.0,1,0,1,0,390.0,259.9,5.564137192142683
BBV022 PRP 47,Barbie,Niños,Pasta,Cuadradas,Montura completa,morado,XS,47.0,18.0,132.0,60.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.3560606060606061,846.0,0.07092198581560284,112.0,1,0,0,0,80.0,101.9,4.633757642840004
ET33530 577 53,Esprit,Mujer,Metal/Pasta,Cuadradas,Montura completa,rojo,M,53.0,18.0,145.0,90.0,gama_media,moda_casual,Alemania,70.0,150.0,mezcla,media,medio,0.36551724137931035,954.0,0.09433962264150944,124.0,1,0,0,0,110.0,112.9,4.735320870453137
0OX8055 805504 56,Oakley,Hombre,Pasta,Rectangulares,Montura completa,negro,L,56.0,17.0,136.0,185.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.4117647058823529,952.0,0.19432773109243698,129.0,1,0,1,0,170.0,109.9,4.7086288943563215
CH0274OA 002 18 54,Chloé,Mujer,Metal,Cuadradas,Montura completa,dorado,M,54.0,18.0,145.0,170.0,premium,moda_premium,Francia,170.0,340.0,metal,media_alta,medio,0.3724137931034483,972.0,0.1748971193415638,126.0,1,0,0,0,255.0,219.9,5.397710110426072
0VO5276 3034 51,Vogue,Mujer,Metal/Pasta,Cat Eye,Montura completa,rosa,S,51.0,17.0,140.0,95.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,mezcla,media,medio,0.36428571428571427,867.0,0.10957324106113034,119.0,1,0,0,0,85.0,77.99,4.369321262176328
0OX5148 514804 54,Oakley,Hombre,Metal,Rectangulares,Media montura,azul,S,54.0,18.0,136.0,150.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.39705882352941174,972.0,0.15432098765432098,126.0,0,0,0,0,170.0,93.03,4.543613880288985
TH 2079 003 18 54,Tommy Hilfiger,Hombre,Metal,Rectangulares,Media montura,negro,L,54.0,18.0,145.0,155.0,gama_media,moda_casual,Estados Unidos,80.0,170.0,metal,media_alta,medio,0.3724137931034483,972.0,0.15946502057613168,126.0,0,0,1,0,125.0,136.9,4.926528784799256
0OX3126 312601 55,Oakley,Unisex,Metal,Rectangulares,Montura al aire,negro,M,55.0,17.0,140.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.39285714285714285,935.0,0.20855614973262032,127.0,0,1,1,0,170.0,129.9,4.874433672915854
0DG1365 1334 53,Dolce & Gabbana,Mujer,Metal,Redondas,Montura completa,negro,M,53.0,18.0,145.0,185.0,lujo,moda_lujo,Italia,260.0,520.0,metal,media_alta,medio,0.36551724137931035,954.0,0.19392033542976939,124.0,1,0,1,0,390.0,239.9,5.484381909620826
0PH2273 6140 56,Polo Ralph Lauren,Hombre,Metal/Pasta,Rectangulares,Montura completa,verde,L,56.0,17.0,150.0,263.0,premium,moda_premium,Estados Unidos,120.0,260.0,mezcla,media,medio,0.37333333333333335,952.0,0.2762605042016807,129.0,1,0,0,0,190.0,74.04,4.318021304697969
GG1581O 002 55,Gucci,Mujer,Pasta,Cat Eye,Montura completa,marron,M,55.0,16.0,140.0,240.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.39285714285714285,880.0,0.2727272727272727,126.0,1,0,1,0,390.0,159.9,5.080783053998338
Boss 1214 G1C 15 55,Hugo Boss,Mujer,Metal,Cuadradas,Montura completa,rosa,M,55.0,15.0,145.0,200.0,premium,moda_premium,Alemania,140.0,300.0,metal,media_alta,medio,0.3793103448275862,825.0,0.24242424242424243,125.0,1,0,0,0,220.0,95.81,4.57275029473198
Zefiro C01 47,Sea2See,Unisex,Eco-friendly,Redondas,Montura completa,negro,S,47.0,19.0,140.0,110.0,gama_media,marca_blanca_OEM,Noruega,130.0,260.0,otro,gama_media,medio,0.3357142857142857,893.0,0.12318029115341546,113.0,1,1,1,1,195.0,94.95,4.563827222453709
D2 0069 573 18 52,Dsquared2,Mujer,Pasta,Cat Eye,Montura completa,rojo,M,52.0,18.0,145.0,155.0,premium,moda_premium,Italia,180.0,330.0,acetato,media,ligero,0.3586206896551724,936.0,0.1655982905982906,122.0,1,0,0,0,255.0,89.94,4.510199948396864
0RX4340V 8225 50,Ray-Ban,Unisex,Propionato,Cuadradas,Montura completa,gris,M,50.0,22.0,150.0,175.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,propionato,media,ligero,0.3333333333333333,1100.0,0.1590909090909091,122.0,1,1,0,0,170.0,114.9,4.752727750345706
0PR 18WV 29D1O1 52,Prada,Mujer,Acetato,Cuadradas,Montura completa,rosa,S,52.0,17.0,145.0,280.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.3586206896551724,884.0,0.3167420814479638,121.0,1,0,0,0,390.0,219.9,5.397710110426072
0PR 11VV R0J1O1 53,Prada,Mujer,Acetato,Cat Eye,Montura completa,marron,M,53.0,17.0,140.0,235.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.37857142857142856,901.0,0.26082130965593786,123.0,1,0,1,0,390.0,179.9,5.19794439240125
TH 2092 003 18 52,Tommy Hilfiger,Unisex,Eco-friendly,Cuadradas,Montura completa,negro,M,52.0,18.0,145.0,155.0,gama_media,moda_casual,Estados Unidos,80.0,170.0,otro,gama_media,medio,0.3586206896551724,936.0,0.1655982905982906,122.0,1,1,1,1,125.0,99.9,4.6141299273595635
GU2945/V 020 54,Guess,Mujer,Metal/Pasta,Cat Eye,Montura completa,gris,M,54.0,15.0,135.0,95.0,premium,moda_premium,Estados Unidos,100.0,210.0,mezcla,media,medio,0.4,810.0,0.11728395061728394,123.0,1,0,0,0,155.0,85.33,4.4581771622474315
1605 6LB 21 50,Hugo Boss,Mujer,Metal,Redondas,Montura completa,gris,M,50.0,21.0,145.0,105.0,premium,moda_premium,Alemania,140.0,300.0,metal,media_alta,medio,0.3448275862068966,1050.0,0.1,121.0,1,0,0,0,220.0,87.35,4.481306198765705
280 807 21 52,Carrera,Hombre,Metal/Pasta,Cuadradas,Montura completa,negro,M,52.0,21.0,150.0,155.0,gama_media,deportiva,Italia,90.0,180.0,mezcla,media,medio,0.3466666666666667,1092.0,0.14194139194139194,125.0,1,0,1,0,135.0,128.9,4.866764923676554
0OV5602U 1801 48,Oliver Peoples,Unisex,Acetato,Redondas,Montura completa,marron,M,48.0,20.0,150.0,185.0,premium,moda_premium,Estados Unidos,180.0,320.0,acetato,media,ligero,0.32,960.0,0.19270833333333334,116.0,1,1,1,0,250.0,299.9,5.706777983635999
33612 3100 18 56,Jaguar,Hombre,Metal,Rectangulares,Media montura,negro,M,56.0,18.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.38620689655172413,1008.0,0.12896825396825398,130.0,0,0,1,0,130.0,107.19,4.683888940699482
ES 047 DDB 18 53,Elie Saab,Mujer,Metal,Cuadradas,Media montura,dorado,M,53.0,18.0,140.0,150.0,lujo,moda_lujo,Líbano/Francia,200.0,360.0,metal,media_alta,medio,0.37857142857142856,954.0,0.15723270440251572,124.0,0,0,0,0,280.0,161.82,5.0926452961458315
0EA3268U 6185 53,Emporio Armani,Hombre,Pasta,Rectangulares,Montura completa,azul,M,53.0,16.0,145.0,100.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.36551724137931035,848.0,0.1179245283018868,122.0,1,0,0,0,190.0,124.9,4.835487941050301
OX5090 509003 57,Oakley,Hombre,Titanio,Rectangulares,Media montura,gris,M,57.0,16.0,121.0,200.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.47107438016528924,912.0,0.21929824561403508,130.0,0,0,0,0,170.0,249.9,5.525054453372377
BF1116 1915 19 53,Blackfin,Unisex,Titanio,Rectangulares,Montura completa,azul,M,53.0,19.0,145.0,120.0,gama_media,moda_premium,Italia,150.0,300.0,titanio,alta,ligero,0.36551724137931035,1007.0,0.11916583912611718,125.0,1,1,0,0,225.0,349.9,5.860501282589169
0PR B04V 16K1O1 53,Prada,Mujer,Acetato,Cat Eye,Montura completa,negro,S,53.0,17.0,140.0,270.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.37857142857142856,901.0,0.29966703662597116,123.0,1,0,1,0,390.0,146.9,4.996536369716754
GG100 BO5 55,Germano Gambini,Unisex,Pasta,Rectangulares,Montura completa,rojo,M,55.0,17.0,145.0,155.0,gama_media,marca_blanca_OEM,Italia,60.0,140.0,acetato,media,ligero,0.3793103448275862,935.0,0.1657754010695187,127.0,1,1,0,0,100.0,179.9,5.19794439240125
GG1963O 002 49,Gucci,Hombre,Metal,Redondas,Montura completa,dorado,S,49.0,21.0,145.0,215.0,lujo,moda_lujo,Italia,260.0,520.0,metal,media_alta,medio,0.33793103448275863,1029.0,0.20894071914480078,119.0,1,0,0,0,390.0,289.9,5.672979565501156
0RX7047 2000 54,Ray-Ban,Unisex,Pasta,Rectangulares,Montura completa,negro,M,54.0,17.0,140.0,160.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.38571428571428573,918.0,0.17429193899782136,125.0,1,1,1,0,170.0,109.9,4.7086288943563215
0RX7553 3218 50,Ray-Ban,Mujer,Metal,Redondas,Media montura,dorado,S,51.0,20.0,140.0,280.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.36428571428571427,1020.0,0.27450980392156865,122.0,0,0,0,0,170.0,139.9,4.948050418904635
IN23-C4 43,Indestructible,Niños,Metal,Cuadradas,Montura completa,azul,XS,43.0,15.0,123.0,70.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,metal,media_alta,medio,0.34959349593495936,645.0,0.10852713178294573,101.0,1,0,0,0,80.0,84.99,4.454231010422805
IN70-C2 49,Indestructible,Niños,Metal,Rectangulares,Montura completa,negro,S,49.0,16.0,130.0,70.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,metal,media_alta,medio,0.3769230769230769,784.0,0.08928571428571429,114.0,1,0,1,0,80.0,83.99,4.442533602510535
Saturn NAO22303 46,Nano Vista,Niños,Pasta,Redondas,Montura completa,gris,XS,46.0,16.0,135.0,65.0,gama_media,marca_blanca_OEM,España/Italia,40.0,100.0,acetato,media,ligero,0.34074074074074073,736.0,0.08831521739130435,108.0,1,0,0,0,70.0,96.99,4.584865432647727
D2 0035 2M2 16 55,Dsquared2,Unisex,Metal/Pasta,Cuadradas,Montura completa,negro,M,55.0,16.0,140.0,155.0,premium,moda_premium,Italia,180.0,330.0,mezcla,media,medio,0.39285714285714285,880.0,0.17613636363636365,126.0,1,1,1,0,255.0,97.3,4.5880240271531205
GG1434O 002 55,Gucci,Mujer,Metal,Cuadradas,Montura completa,dorado,M,55.0,19.0,145.0,47.0,lujo,moda_lujo,Italia,260.0,520.0,metal,media_alta,medio,0.3793103448275862,1045.0,0.044976076555023926,129.0,1,0,0,0,390.0,289.9,5.672979565501156
0PR C06V 28F1O1 52,Prada,Mujer,Acetato,Cuadradas,Montura completa,negro,M,52.0,18.0,140.0,280.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.37142857142857144,936.0,0.29914529914529914,122.0,1,0,1,0,390.0,229.9,5.44198471636045
0RX5431 8394 54,Ray-Ban,Unisex,Acetato,Rectangulares,Montura completa,azul,M,54.0,18.0,140.0,200.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.38571428571428573,972.0,0.205761316872428,126.0,1,1,0,0,170.0,104.9,4.662495252607361
0OX5080 508001 56,Oakley,Hombre,Metal,Rectangulares,Media montura,negro,M,56.0,16.0,136.0,210.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.4117647058823529,896.0,0.234375,128.0,0,0,1,0,170.0,179.9,5.19794439240125
DPAA246 C65 16 43,Disney,Niños,Pasta,Cuadradas,Montura completa,azul,XS,43.0,16.0,125.0,70.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.344,688.0,0.10174418604651163,102.0,1,0,0,0,80.0,79.99,4.3943256902608985
F 0653 49 239 000 F 49,Centrostyle S.p.A,Niños,Pasta,Redondas,Montura completa,azul,S,49.0,17.0,130.0,120.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.3769230769230769,833.0,0.14405762304921968,115.0,1,0,0,0,85.0,119.9,4.794963757620747
DPAA229 C41 16 42,Disney,Niños,Pasta,Cuadradas,Montura completa,morado,XS,42.0,16.0,120.0,70.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.35,672.0,0.10416666666666667,100.0,1,0,0,0,80.0,79.99,4.3943256902608985
SL 777 002 55,Saint Laurent,Mujer,Pasta,Cat Eye,Montura completa,marron,M,55.0,19.0,145.0,170.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.3793103448275862,1045.0,0.16267942583732056,129.0,1,0,1,0,315.0,219.9,5.397710110426072
Carduc 013 086 16 56,Carrera,Hombre,Metal,Rectangulares,Media montura,negro,M,56.0,16.0,140.0,125.0,gama_media,deportiva,Italia,90.0,180.0,metal,media_alta,medio,0.4,896.0,0.13950892857142858,128.0,0,0,1,0,135.0,76.99,4.356580613342406
FT5949-B 069 56,Tom Ford,Mujer,Pasta,Cuadradas,Montura completa,rojo,M,56.0,15.0,140.0,300.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.4,840.0,0.35714285714285715,127.0,1,0,0,0,390.0,319.9,5.771129548115811
F013046231000 46,Centrostyle S.p.A,Niños,Pasta,Rectangulares,Montura completa,rojo,XS,46.0,13.0,130.0,80.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.35384615384615387,598.0,0.13377926421404682,105.0,1,0,0,0,85.0,84.99,4.454231010422805
1578 PJP 18 57,Hugo Boss,Hombre,Pasta,Rectangulares,Montura completa,azul,L,57.0,18.0,150.0,110.0,premium,moda_premium,Alemania,140.0,300.0,acetato,media,ligero,0.38,1026.0,0.10721247563352826,132.0,1,0,0,0,220.0,88.44,4.493568009406789
0PS 090V 14B1O1 55,Prada Linea Rossa,Hombre,Pasta,Rectangulares,Montura completa,negro,M,36.0,19.0,145.0,170.0,lujo,moda_lujo,Italia,230.0,480.0,acetato,media,ligero,0.2482758620689655,684.0,0.24853801169590642,91.0,1,0,1,0,355.0,169.9,5.141078590121546
0PR 12VV TH81O1 52,Prada,Mujer,Pasta,Cat Eye,Montura completa,marron,S,52.0,18.0,140.0,245.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.37142857142857144,936.0,0.26175213675213677,122.0,1,0,1,0,390.0,153.9,5.042779747422823
Ray-Ban Junior Elliot 0RY9097V 3936,Ray-Ban,Niños,Pasta,Cuadradas,Montura completa,rosa,M,52.0,18.0,145.0,140.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3586206896551724,936.0,0.14957264957264957,122.0,1,0,0,0,170.0,75.99,4.343675543289958
0DG3419 502 52,Dolce & Gabbana,Mujer,Pasta,Cuadradas,Montura completa,marron,M,52.0,19.0,145.0,190.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.3586206896551724,988.0,0.19230769230769232,123.0,1,0,1,0,390.0,169.9,5.141078590121546
SL 875 OPT 012 52,Saint Laurent,Unisex,Pasta,Cuadradas,Montura completa,marron,M,52.0,20.0,145.0,180.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.3586206896551724,1040.0,0.17307692307692307,124.0,1,1,1,0,315.0,269.9,5.6017497490910495
1142 RHL 15 57,Carrera,Hombre,Metal,Rectangulares,Montura al aire,dorado,M,57.0,15.0,145.0,160.0,gama_media,deportiva,Italia,90.0,180.0,metal,media_alta,medio,0.3931034482758621,855.0,0.1871345029239766,129.0,0,0,0,0,135.0,154.9,5.049214776063731
MIII003 C07 13 50,Disney,Niños,Pasta,Rectangulares,Montura completa,azul,S,50.0,13.0,130.0,65.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.38461538461538464,650.0,0.1,113.0,1,0,0,0,80.0,21.59,3.1175073304799117
PP10 32 17 45,Paw Patrol,Niños,Metal,Redondas,Montura completa,azul,XS,45.0,17.0,125.0,60.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,metal,media_alta,medio,0.36,765.0,0.0784313725490196,107.0,1,0,0,0,80.0,40.87,3.734569580031052
0VE3381U 5536 50,Versace,Mujer,Pasta,Rectangulares,Montura completa,morado,S,50.0,18.0,140.0,380.0,lujo,moda_lujo,Italia,200.0,420.0,acetato,media,ligero,0.35714285714285715,900.0,0.4222222222222222,118.0,1,0,0,0,310.0,159.9,5.080783053998338
FT6106-D-B 056 53,Tom Ford,Mujer,Pasta,Cuadradas,Montura completa,gris,L,53.0,18.0,140.0,310.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.37857142857142856,954.0,0.3249475890985325,124.0,1,0,0,0,390.0,279.9,5.637998734110198
Maxi GG195 BLT1 55,Germano Gambini,Unisex,Pasta,Redondas,Montura completa,azul,L,55.0,19.0,150.0,155.0,gama_media,marca_blanca_OEM,Italia,60.0,140.0,acetato,media,ligero,0.36666666666666664,1045.0,0.14832535885167464,129.0,1,1,0,0,100.0,179.9,5.19794439240125
SWAA154 C06 17 45,Star Wars,Niños,Pasta,Redondas,Montura completa,azul,XS,45.0,17.0,125.0,60.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.36,765.0,0.0784313725490196,107.0,1,0,0,0,80.0,89.99,4.5107496103686
ET17565 543 53,Esprit,Unisex,Pasta,Rectangulares,Montura completa,azul,S,53.0,16.0,145.0,85.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.36551724137931035,848.0,0.10023584905660378,122.0,1,1,0,0,110.0,85.99,4.46579316951945
GG0093O 010 53,Gucci,Mujer,Pasta,Cat Eye,Montura completa,rojo,M,53.0,17.0,140.0,150.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.37857142857142856,901.0,0.16648168701442842,123.0,1,0,0,0,390.0,229.9,5.44198471636045
CH0342O 006 17 54,Chloé,Mujer,Pasta,Cat Eye,Montura completa,gris,M,54.0,17.0,140.0,120.0,premium,moda_premium,Francia,170.0,340.0,acetato,media,ligero,0.38571428571428573,918.0,0.13071895424836602,125.0,1,0,0,0,255.0,289.9,5.672979565501156
