modelo,marca,genero,material_montura,forma,tipo_montura,color,talla,ancho_lente,ancho_puente,largo_varilla,peso,gama_marca,segmento_comercial,pais_origen,precio_min,precio_max,categoria_material,gama_material,peso_relativo,aspect_ratio,area_aprox,densidad,ancho_total,montura_completa,es_unisex,color_basico,material_eco,precio_medio_marca,precio,log_precio
ET33550 543 56,Esprit,Hombre,Pasta,Rectangulares,Montura completa,azul,M,56.0,17.0,145.0,85.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.38620689655172413,952.0,0.08928571428571429,129.0,1,0,0,0,110.0,89.99,4.5107496103686
2600 400 20 52,Mexx,Unisex,Pasta,Cuadradas,Montura completa,gris,M,52.0,20.0,145.0,155.0,gama_media,moda_casual,Países Bajos,60.0,130.0,acetato,media,ligero,0.3586206896551724,1040.0,0.14903846153846154,124.0,1,1,0,0,95.0,119.9,4.794963757620747
FT5634-B 001 53,Tom Ford,Unisex,Pasta,Cuadradas,Montura completa,negro,M,53.0,15.0,145.0,225.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.36551724137931035,795.0,0.2830188679245283,121.0,1,1,1,0,390.0,239.9,5.484381909620826
0BE2423D 4112 50,Burberry,Mujer,Metal/Pasta,Rectangulares,Montura completa,negro,M,50.0,19.0,140.0,235.0,lujo,moda_lujo,Reino Unido,210.0,450.0,mezcla,media,medio,0.35714285714285715,950.0,0.24736842105263157,119.0,1,0,1,0,330.0,159.9,5.080783053998338
GG219 MOM 52,Germano Gambini,Unisex,Metal,Redondas,Montura completa,morado,M,52.0,19.0,140.0,155.0,gama_media,marca_blanca_OEM,Italia,60.0,140.0,metal,media_alta,medio,0.37142857142857144,988.0,0.15688259109311742,123.0,1,1,0,0,100.0,184.9,5.225208894727398
0RX6489 2502 55,Ray-Ban,Unisex,Metal,Aviador,Montura completa,gris,M,55.0,14.0,140.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.39285714285714285,770.0,0.21428571428571427,124.0,1,1,0,0,170.0,114.9,4.752727750345706
0VO4274 5152 51,Vogue,Mujer,Metal,Cuadradas,Montura completa,rosa,S,51.0,17.0,135.0,90.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,metal,media_alta,medio,0.37777777777777777,867.0,0.10380622837370242,119.0,1,0,0,0,85.0,59.99,4.110709916308365
Zefiro C88 47,Sea2See,Unisex,Eco-friendly,Redondas,Montura completa,marron,S,47.0,19.0,140.0,110.0,gama_media,marca_blanca_OEM,Noruega,130.0,260.0,otro,gama_media,medio,0.3357142857142857,893.0,0.12318029115341546,113.0,1,1,1,1,195.0,94.95,4.563827222453709
DPAA224 C10 17 47,Disney,Niños,Pasta,Cuadradas,Montura completa,rosa,XS,47.0,17.0,130.0,65.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.36153846153846153,799.0,0.08135168961201501,111.0,1,0,0,0,80.0,69.99,4.262539022051294
ET33518 543 50,Esprit,Mujer,Pasta,Cuadradas,Montura completa,azul,S,50.0,17.0,140.0,100.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.35714285714285715,850.0,0.11764705882352941,117.0,1,0,0,0,110.0,61.74,4.138999202762532
MO5130/V 093 16 53,Max&Co,Mujer,Pasta,Cuadradas,Montura completa,verde,M,53.0,16.0,145.0,65.0,gama_media,moda_casual,Italia,100.0,180.0,acetato,media,ligero,0.36551724137931035,848.0,0.07665094339622641,122.0,1,0,0,0,140.0,60.99,4.126973081713828
36835 3100 19 53,Jaguar,Unisex,Pasta,Redondas,Montura completa,negro,M,53.0,19.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.36551724137931035,1007.0,0.13902681231380337,125.0,1,1,1,0,130.0,204.9,5.327390614033744
Prada 0PR 09ZV 1AB101,Prada,Mujer,Pasta,Cuadradas,Montura completa,negro,M,53.0,18.0,145.0,280.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.36551724137931035,954.0,0.29350104821802936,124.0,1,0,1,0,390.0,199.9,5.302807271820889
ET33514 515 50,Esprit,Unisex,Eco-friendly,Cuadradas,Montura completa,marron,S,50.0,20.0,145.0,100.0,gama_media,moda_casual,Alemania,70.0,150.0,otro,gama_media,medio,0.3448275862068966,1000.0,0.1,120.0,1,1,1,1,110.0,71.43,4.282620578207235
Ray-Ban Jack 0RX6465 2509,Ray-Ban,Unisex,Metal,Redondas,Montura completa,negro,M,52.0,18.0,145.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3586206896551724,936.0,0.1762820512820513,122.0,1,1,1,0,170.0,103.9,4.653007515402251
BB0500O 001 54,Balenciaga,Mujer,Pasta,Cat Eye,Montura completa,negro,M,54.0,17.0,145.0,250.0,lujo,moda_lujo,Francia/España (marca matriz),230.0,500.0,acetato,media,ligero,0.3724137931034483,918.0,0.27233115468409586,125.0,1,0,1,0,365.0,239.9,5.484381909620826
0RX3681V 2502 48,Ray-Ban,Unisex,Metal,Redondas,Montura completa,gris,S,48.0,20.0,145.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3310344827586207,960.0,0.171875,116.0,1,1,0,0,170.0,99.99,4.6150215020384655
ET17446 538 52/16,Esprit,Unisex,Pasta,Rectangulares,Montura completa,negro,M,52.0,16.0,140.0,40.0,gama_media,moda_casual,Alemania,70.0,150.0,acetato,media,ligero,0.37142857142857144,832.0,0.04807692307692308,120.0,1,1,1,0,110.0,78.9,4.380775852772229
BV1302O 001 57,Bottega Veneta,Unisex,Metal,Aviador,Montura completa,dorado,M,57.0,15.0,145.0,195.0,lujo,moda_lujo,Italia,290.0,520.0,metal,media_alta,medio,0.3931034482758621,855.0,0.22807017543859648,129.0,1,1,0,0,405.0,299.9,5.706777983635999
CH0369O 004 55,Chloé,Mujer,Pasta,Cuadradas,Montura completa,blanco,M,55.0,15.0,140.0,145.0,premium,moda_premium,Francia,170.0,340.0,acetato,media,ligero,0.39285714285714285,825.0,0.17575757575757575,125.0,1,0,0,0,255.0,269.9,5.6017497490910495
0RX5285 2034 53,Ray-Ban,Mujer,Pasta,Cuadradas,Montura completa,negro,M,53.0,19.0,145.0,175.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.36551724137931035,1007.0,0.17378351539225423,125.0,1,0,1,0,170.0,119.9,4.794963757620747
0PO0204V 24 54,Persol,Unisex,Metal/Pasta,Rectangulares,Montura completa,marron,M,54.0,21.0,140.0,295.0,premium,moda_premium,Italia,120.0,260.0,mezcla,media,medio,0.38571428571428573,1134.0,0.2601410934744268,129.0,1,1,1,0,190.0,179.9,5.19794439240125
GG132 VL 55,Germano Gambini,Mujer,Pasta,Redondas,Montura completa,morado,M,55.0,17.0,145.0,155.0,gama_media,marca_blanca_OEM,Italia,60.0,140.0,acetato,media,ligero,0.3793103448275862,935.0,0.1657754010695187,127.0,1,0,0,0,100.0,179.9,5.19794439240125
725 086 16 55,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,marron,M,55.0,16.0,145.0,175.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.3793103448275862,880.0,0.19886363636363635,126.0,1,0,1,0,190.0,149.9,5.016617365773803
F 0321 46 088 000 N 46,Centrostyle S.p.A,Niños,Pasta,Redondas,Montura completa,azul,S,46.0,19.0,135.0,40.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.34074074074074073,874.0,0.04576659038901602,111.0,1,0,0,0,85.0,37.99,3.663305202994506
Ray-Ban 0RX2210V 2000,Ray-Ban,Unisex,Acetato,Cuadradas,Montura completa,negro,M,52.0,18.0,145.0,175.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3586206896551724,936.0,0.18696581196581197,122.0,1,1,1,0,170.0,101.9,4.633757642840004
CH0343OA 004 19 52,Chloé,Mujer,Pasta,Redondas,Montura completa,marron,M,52.0,19.0,145.0,125.0,premium,moda_premium,Francia,170.0,340.0,acetato,media,ligero,0.3586206896551724,988.0,0.12651821862348178,123.0,1,0,1,0,255.0,289.9,5.672979565501156
31029 8840 17 56,Jaguar,Unisex,Pasta,Rectangulares,Montura completa,negro,M,56.0,17.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.38620689655172413,952.0,0.14180672268907563,129.0,1,1,1,0,130.0,179.9,5.19794439240125
0RX5446 2012 51,Ray-Ban,Unisex,Acetato,Cuadradas,Montura completa,marron,S,51.0,19.0,145.0,195.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.35172413793103446,969.0,0.20123839009287925,121.0,1,1,1,0,170.0,116.9,4.769836807543325
0RX6494 3135 54,Ray-Ban,Unisex,Metal,Rectangulares,Montura completa,gris,M,54.0,18.0,145.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3724137931034483,972.0,0.1697530864197531,126.0,1,1,0,0,170.0,139.9,4.948050418904635
0RX6533 2502 54,Ray-Ban,Unisex,Metal,Rectangulares,Montura completa,gris,M,54.0,19.0,145.0,160.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3724137931034483,1026.0,0.15594541910331383,127.0,1,1,0,0,170.0,105.9,4.671893818030999
F 0321 44 088 000 44,Centrostyle S.p.A,Niños,Pasta,Redondas,Montura completa,azul,XS,44.0,18.0,130.0,45.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.3384615384615385,792.0,0.056818181818181816,106.0,1,0,0,0,85.0,37.99,3.663305202994506
F012844215000 44,Centrostyle S.p.A,Niños,Pasta,Rectangulares,Montura completa,morado,XS,44.0,14.0,125.0,85.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.352,616.0,0.137987012987013,102.0,1,0,0,0,85.0,82.99,4.430697744137536
17382N 40,Centrostyle S.p.A,Niños,Pasta,Redondas,Montura completa,azul,XXS,40.0,16.0,125.0,85.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.32,640.0,0.1328125,96.0,1,0,0,0,85.0,83.99,4.442533602510535
326 807 16 57,Carrera,Hombre,Pasta,Rectangulares,Montura completa,negro,M,57.0,16.0,150.0,155.0,gama_media,deportiva,Italia,90.0,180.0,acetato,media,ligero,0.38,912.0,0.1699561403508772,130.0,1,0,1,0,135.0,62.34,4.148517041110494
0RX6541 2503 56,Ray-Ban,Unisex,Metal,Rectangulares,Montura completa,negro,M,56.0,17.0,145.0,75.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.38620689655172413,952.0,0.07878151260504201,129.0,1,1,1,0,170.0,92.99,4.54318839363221
BB0275O 004 53,Balenciaga,Mujer,Pasta,Cat Eye,Montura completa,verde,M,53.0,18.0,140.0,220.0,lujo,moda_lujo,Francia/España (marca matriz),230.0,500.0,acetato,media,ligero,0.37857142857142856,954.0,0.23060796645702306,124.0,1,0,0,0,365.0,229.9,5.44198471636045
OX8201 820101 58,Oakley,Unisex,Pasta,Rectangulares,Montura completa,negro,M,58.0,13.0,142.0,215.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.4084507042253521,754.0,0.28514588859416445,129.0,1,1,1,0,170.0,139.9,4.948050418904635
Sprite 3.0 NAO30609 46,Nano Vista,Niños,Pasta,Redondas,Montura completa,azul,XS,46.0,14.0,132.0,70.0,gama_media,marca_blanca_OEM,España/Italia,40.0,100.0,acetato,media,ligero,0.3484848484848485,644.0,0.10869565217391304,106.0,1,0,0,0,70.0,89.99,4.5107496103686
Blackfin Irvine BF1061 1754,Blackfin,Hombre,Titanio,Rectangulares,Montura completa,azul,M,55.0,18.0,145.0,120.0,gama_media,moda_premium,Italia,150.0,300.0,titanio,alta,ligero,0.3793103448275862,990.0,0.12121212121212122,128.0,1,0,0,0,225.0,349.9,5.860501282589169
0RX5428 8174 53,Ray-Ban,Unisex,Acetato,Rectangulares,Montura completa,marron,M,53.0,17.0,145.0,170.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.36551724137931035,901.0,0.18867924528301888,123.0,1,1,1,0,170.0,119.9,4.794963757620747
0RX3447V 2970 47,Ray-Ban,Unisex,Metal,Redondas,Montura completa,azul,XS,47.0,21.0,140.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3357142857142857,987.0,0.16717325227963525,115.0,1,1,0,0,170.0,93.99,4.553771622902091
GG1694OA 001 55,Gucci,Mujer,Pasta,Rectangulares,Montura completa,negro,M,55.0,16.0,140.0,220.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.39285714285714285,880.0,0.25,126.0,1,0,1,0,390.0,189.9,5.251749730731702
Treviso C95 51,Sea2See,Unisex,Eco-friendly,Cuadradas,Montura completa,azul,M,51.0,18.0,140.0,115.0,gama_media,marca_blanca_OEM,Noruega,130.0,260.0,otro,gama_media,medio,0.36428571428571427,918.0,0.12527233115468409,120.0,1,1,0,1,195.0,84.95,4.453765731828859
GG2107OL 006 57,Gucci,Hombre,Pasta,Rectangulares,Montura completa,marron,L,57.0,19.0,150.0,165.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.38,1083.0,0.1523545706371191,133.0,1,0,1,0,390.0,169.9,5.141078590121546
FT6066-B/V 052 53,Tom Ford,Mujer,Eco-friendly,Cat Eye,Montura completa,marron,M,53.0,20.0,140.0,325.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,otro,gama_media,medio,0.37857142857142856,1060.0,0.30660377358490565,126.0,1,0,1,1,390.0,279.9,5.637998734110198
DPAA245 C71 17 48,Disney,Niños,Pasta,Cuadradas,Montura completa,rosa,XS,48.0,17.0,130.0,65.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.36923076923076925,816.0,0.07965686274509803,113.0,1,0,0,0,80.0,77.99,4.369321262176328
GG0738O 007 48,Gucci,Mujer,Pasta,Redondas,Montura completa,verde,M,48.0,21.0,150.0,195.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.32,1008.0,0.19345238095238096,117.0,1,0,0,0,390.0,276.9,5.627261336748458
FT6106-D-B/V 001 53,Tom Ford,Mujer,Pasta,Cuadradas,Montura completa,negro,L,53.0,18.0,140.0,310.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.37857142857142856,954.0,0.3249475890985325,124.0,1,0,1,0,390.0,279.9,5.637998734110198
2612 500 18 54,Mexx,Unisex,Pasta,Rectangulares,Montura completa,rojo,M,54.0,18.0,145.0,155.0,gama_media,moda_casual,Países Bajos,60.0,130.0,acetato,media,ligero,0.3724137931034483,972.0,0.15946502057613168,126.0,1,1,0,0,95.0,129.9,4.874433672915854
MOL558 FWM 16 54,Moschino Love,Mujer,Pasta,Cuadradas,Montura completa,marron,M,54.0,16.0,140.0,170.0,premium,moda_premium,Italia,140.0,260.0,acetato,media,ligero,0.38571428571428573,864.0,0.19675925925925927,124.0,1,0,1,0,200.0,75.99,4.343675543289958
Ray-Ban 0RX3767V 2500,Ray-Ban,Unisex,Metal,Rectangulares,Montura al aire,dorado,M,52.0,18.0,145.0,165.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3586206896551724,936.0,0.1762820512820513,122.0,0,1,0,0,170.0,116.9,4.769836807543325
0RY1591 3806 46,Ray-Ban,Niños,Pasta,Rectangulares,Montura completa,rosa,XS,46.0,16.0,125.0,130.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.368,736.0,0.1766304347826087,108.0,1,0,0,0,170.0,84.99,4.454231010422805
SK5426/V 55A 16 54,Swarovski,Mujer,Pasta,Rectangulares,Montura completa,morado,M,54.0,16.0,140.0,175.0,premium,moda_premium,Austria,160.0,320.0,acetato,media,ligero,0.38571428571428573,864.0,0.2025462962962963,124.0,1,0,0,0,240.0,169.9,5.141078590121546
F017243312000 43,Centrostyle S.p.A,Niños,Pasta,Cuadradas,Montura completa,azul,XS,43.0,14.0,125.0,85.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.344,602.0,0.14119601328903655,100.0,1,0,0,0,85.0,79.99,4.3943256902608985
FT5542-B 55A 50,Tom Ford,Unisex,Pasta,Cuadradas,Montura completa,marron,S,50.0,22.0,145.0,325.0,lujo,moda_lujo,Estados Unidos,260.0,520.0,acetato,media,ligero,0.3448275862068966,1100.0,0.29545454545454547,122.0,1,1,1,0,390.0,259.9,5.564137192142683
GG2083O 002 49,Gucci,Hombre,Pasta,Redondas,Montura completa,marron,M,49.0,20.0,145.0,160.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.33793103448275863,980.0,0.16326530612244897,118.0,1,0,1,0,390.0,229.9,5.44198471636045
0OX3218 321801,Oakley,Hombre,Metal,Rectangulares,Media montura,negro,M,56.0,18.0,140.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.4,1008.0,0.19345238095238096,130.0,0,0,1,0,170.0,119.9,4.794963757620747
SL 167 008 50,Saint Laurent,Mujer,Pasta,Cuadradas,Montura completa,rojo,M,50.0,21.0,140.0,180.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.35714285714285715,1050.0,0.17142857142857143,121.0,1,0,0,0,315.0,299.9,5.706777983635999
0VY2005 2780 43,Vogue,Niños,Pasta,Redondas,Montura completa,rosa,XS,43.0,17.0,125.0,85.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,acetato,media,ligero,0.344,731.0,0.11627906976744186,103.0,1,0,0,0,85.0,38.63,3.679586407202344
0OX3218 321801 54,Oakley,Hombre,Metal,Rectangulares,Media montura,negro,S,54.0,18.0,136.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.39705882352941174,972.0,0.2006172839506173,126.0,0,0,1,0,170.0,125.9,4.843399374720342
GG1800O 003 56,Gucci,Hombre,Metal,Aviador,Montura completa,dorado,M,56.0,17.0,145.0,170.0,lujo,moda_lujo,Italia,260.0,520.0,metal,media_alta,medio,0.38620689655172413,952.0,0.17857142857142858,129.0,1,0,0,0,390.0,219.9,5.397710110426072
PLD D834 1ED 15 46,Polaroid,Niños,Eco-friendly,Rectangulares,Montura completa,verde,XS,46.0,15.0,125.0,40.0,gama_media,marca_blanca_OEM,Estados Unidos,50.0,120.0,otro,gama_media,medio,0.368,690.0,0.057971014492753624,107.0,1,0,0,1,85.0,36.84,3.6333667441836774
0RX5432 2012 52,Ray-Ban,Unisex,Acetato,Rectangulares,Montura completa,marron,M,52.0,19.0,140.0,200.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,acetato,media,ligero,0.37142857142857144,988.0,0.20242914979757085,123.0,1,1,1,0,170.0,114.9,4.752727750345706
0PR 07YV 12B1O1 50,Prada,Mujer,Metal/Pasta,Cuadradas,Montura completa,gris,M,50.0,19.0,145.0,305.0,lujo,moda_lujo,Italia,260.0,520.0,mezcla,media,medio,0.3448275862068966,950.0,0.32105263157894737,119.0,1,0,0,0,390.0,177.52,5.184700639761069
0OX8026 802601 54,Oakley,Hombre,Pasta,Rectangulares,Montura completa,negro,M,54.0,17.0,133.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40601503759398494,918.0,0.21241830065359477,125.0,1,0,1,0,170.0,147.9,5.003274939689963
OX8189 818905 53,Oakley,Mujer,Pasta,Cuadradas,Montura completa,verde,S,53.0,18.0,141.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.375886524822695,954.0,0.20440251572327045,124.0,1,0,0,0,170.0,129.9,4.874433672915854
F013747243000 47,Centrostyle S.p.A,Niños,Pasta,Cuadradas,Montura completa,negro,XS,47.0,17.0,135.0,85.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.34814814814814815,799.0,0.10638297872340426,111.0,1,0,1,0,85.0,79.0,4.382026634673881
35605 4100 17 56,Jaguar,Hombre,Titanio,Rectangulares,Media montura,gris,M,56.0,17.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,titanio,alta,ligero,0.38620689655172413,952.0,0.14180672268907563,129.0,0,0,0,0,130.0,209.9,5.351384087484729
SL M724/F 001 53,Saint Laurent,Mujer,Pasta,Cuadradas,Montura completa,negro,M,53.0,17.0,145.0,160.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.36551724137931035,901.0,0.17758046614872364,123.0,1,0,1,0,315.0,199.9,5.302807271820889
SL 753 OPT 001 50,Saint Laurent,Mujer,Metal/Pasta,Cuadradas,Montura completa,negro,L,50.0,20.0,145.0,155.0,lujo,moda_lujo,Francia,210.0,420.0,mezcla,media,medio,0.3448275862068966,1000.0,0.155,120.0,1,0,1,0,315.0,259.9,5.564137192142683
GG220 OR1 54,Germano Gambini,Mujer,Metal,Rectangulares,Montura completa,dorado,M,54.0,15.0,140.0,155.0,gama_media,marca_blanca_OEM,Italia,60.0,140.0,metal,media_alta,medio,0.38571428571428573,810.0,0.19135802469135801,123.0,1,0,0,0,100.0,184.9,5.225208894727398
0VO5326 W745 49,Vogue,Hombre,Pasta,Redondas,Montura completa,transparente,S,49.0,19.0,145.0,80.0,gama_media,marca_blanca_OEM,Reino Unido / USA,50.0,120.0,acetato,media,ligero,0.33793103448275863,931.0,0.08592910848549946,117.0,1,0,0,0,85.0,50.04,3.9326096390365346
NKAM001 C36 47,Not for Kids,Niños,Metal/Pasta,Redondas,Montura completa,rosa,S,47.0,17.0,130.0,75.0,licencia_infantil,infantil_licencia,España,40.0,120.0,mezcla,media,medio,0.36153846153846153,799.0,0.09386733416770963,111.0,1,0,0,0,80.0,93.99,4.553771622902091
ET33489 568 20 53,Esprit,Hombre,Metal,Rectangulares,Montura completa,negro,M,53.0,20.0,145.0,90.0,gama_media,moda_casual,Alemania,70.0,150.0,metal,media_alta,medio,0.36551724137931035,1060.0,0.08490566037735849,126.0,1,0,1,0,110.0,67.91,4.232801305369117
BB0501O 001 55,Balenciaga,Mujer,Pasta,Rectangulares,Montura completa,negro,M,55.0,20.0,145.0,250.0,lujo,moda_lujo,Francia/España (marca matriz),230.0,500.0,acetato,media,ligero,0.3793103448275862,1100.0,0.22727272727272727,130.0,1,0,1,0,365.0,239.9,5.484381909620826
GG204 TS1 56,Germano Gambini,Unisex,Pasta,Rectangulares,Montura completa,marron,M,56.0,15.0,145.0,155.0,gama_media,marca_blanca_OEM,Italia,60.0,140.0,acetato,media,ligero,0.38620689655172413,840.0,0.18452380952380953,127.0,1,1,1,0,100.0,179.9,5.19794439240125
0MK3093 1005 57,Michael Kors,Hombre,Metal,Cuadradas,Montura completa,negro,M,57.0,17.0,145.0,150.0,premium,moda_premium,Estados Unidos,120.0,260.0,metal,media_alta,medio,0.3931034482758621,969.0,0.15479876160990713,131.0,1,0,1,0,190.0,99.99,4.6150215020384655
15719 40,Centrostyle S.p.A,Niños,Pasta,Cuadradas,Montura completa,azul,XXS,40.0,15.0,110.0,180.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.36363636363636365,600.0,0.3,95.0,1,0,0,0,85.0,83.99,4.442533602510535
Multiplayer 3.0 NAO32503 SC 48,Nano Vista,Niños,Pasta,Redondas,Montura completa,negro,XS,48.0,18.0,133.0,75.0,gama_media,marca_blanca_OEM,España/Italia,40.0,100.0,acetato,media,ligero,0.3609022556390977,864.0,0.08680555555555555,114.0,1,0,1,0,70.0,89.99,4.5107496103686
GG1995O 003 54,Gucci,Mujer,Pasta,Cat Eye,Montura completa,rosa,M,54.0,16.0,140.0,195.0,lujo,moda_lujo,Italia,260.0,520.0,acetato,media,ligero,0.38571428571428573,864.0,0.22569444444444445,124.0,1,0,0,0,390.0,239.9,5.484381909620826
63042 6000 17 54,Bogner,Mujer,Metal,Redondas,Montura completa,marron,M,54.0,17.0,140.0,75.0,gama_media,moda_premium,Alemania,180.0,320.0,metal,media_alta,medio,0.38571428571428573,918.0,0.08169934640522876,125.0,1,0,1,0,250.0,103.93,4.653293461169819
0OX8196D 819604 55,Oakley,Unisex,Pasta,Cuadradas,Montura completa,transparente,M,55.0,17.0,137.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40145985401459855,935.0,0.20320855614973263,127.0,1,1,0,0,170.0,109.9,4.7086288943563215
F038042029000 42,Centrostyle S.p.A,Niños,Pasta,Rectangulares,Montura completa,azul,XS,42.0,14.0,125.0,85.0,gama_media,marca_blanca_OEM,Italia,50.0,120.0,acetato,media,ligero,0.336,588.0,0.1445578231292517,98.0,1,0,0,0,85.0,84.99,4.454231010422805
0RX6621M F129 54,Ray-Ban,Unisex,Metal,Rectangulares,Montura completa,gris,M,54.0,19.0,145.0,330.0,gama_media,moda_casual,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.3724137931034483,1026.0,0.3216374269005848,127.0,1,1,0,0,170.0,142.9,4.969118613893322
Cambridge NAO22102 50,Nano Vista,Niños,Pasta,Rectangulares,Montura completa,azul,S,50.0,17.0,135.0,70.0,gama_media,marca_blanca_OEM,España/Italia,40.0,100.0,acetato,media,ligero,0.37037037037037035,850.0,0.08235294117647059,117.0,1,0,0,0,70.0,85.9,4.464758032271346
32710 4855 18 52,Jaguar,Unisex,Pasta,Rectangulares,Montura completa,gris,M,52.0,18.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.3586206896551724,936.0,0.14957264957264957,122.0,1,1,0,0,130.0,109.9,4.7086288943563215
SL 669 004 54,Saint Laurent,Mujer,Pasta,Cat Eye,Montura completa,rojo,M,54.0,18.0,145.0,165.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.3724137931034483,972.0,0.1697530864197531,126.0,1,0,0,0,315.0,269.9,5.6017497490910495
SL 166 001 51,Saint Laurent,Mujer,Pasta,Cuadradas,Montura completa,negro,M,51.0,18.0,140.0,180.0,lujo,moda_lujo,Francia,210.0,420.0,acetato,media,ligero,0.36428571428571427,918.0,0.19607843137254902,120.0,1,0,1,0,315.0,299.9,5.706777983635999
0OX5118 511804 53,Oakley,Hombre,Titanio,Rectangulares,Montura al aire,azul,S,53.0,18.0,139.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.381294964028777,954.0,0.19916142557651992,124.0,0,0,0,0,170.0,154.9,5.049214776063731
0OX8156 815606 56,Oakley,Hombre,Pasta,Rectangulares,Montura completa,negro,M,56.0,18.0,137.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40875912408759124,1008.0,0.1884920634920635,130.0,1,0,1,0,170.0,104.9,4.662495252607361
MM 5114 001 16 54,Max Mara,Mujer,Pasta,Rectangulares,Montura completa,negro,M,54.0,16.0,140.0,130.0,premium,moda_premium,Italia,180.0,340.0,acetato,media,ligero,0.38571428571428573,864.0,0.15046296296296297,124.0,1,0,1,0,260.0,76.26,4.347176357238135
GG223 AZP 49,Germano Gambini,Mujer,Pasta,Cuadradas,Montura completa,azul,M,49.0,20.0,145.0,155.0,gama_media,marca_blanca_OEM,Italia,60.0,140.0,acetato,media,ligero,0.33793103448275863,980.0,0.15816326530612246,118.0,1,0,0,0,100.0,179.9,5.19794439240125
